Nome Contratado,Quantidade_Orgao,Total_Contratos
FAGNER CABRAL SILVA DE SOUSA,1,1200000.0000
FAIR UNION ALIMENTACAO SOCIEDADE UNIPESSOAL LTDA,1,4794026.8800
FAPESE FUNDACAO DE APOIO A PESQUISA E EXTENSAO DE SE,1,12596065.4000
FARIA E SILVA EDITORA LTDA,1,495681.3900
FARIA SERVICOS MEDICOS LTDA.,1,79500.0000
FAST AUTOMOTIVE E TURISMO LTDA,1,412996.8000
FAST HELP INFORMATICA LTDA,1,289995.8900
FASTLABOR COMERCIAL LTDA,1,9075.0000
FATOR CONSTRUCOES LTDA EM RECUPERACAO JUDICIAL,1,2463035.3500
FAYNE HOSPITALAR  DISTRIBUIDORA DE MEDICAMENTOS E CORRELATOS LTDA,1,152.7000
FB PUBLICACOES LTDA,1,346993.5100
FBF CULTURAL LTDA,1,402516.6100
FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.,1,1761000.0000
FEDERACAO DE COOPERATIVAS DA AGRICULTURA FAMILIAR E ECONOMIA SOLIDARIA DO ESTADO,1,272894.0000
FEDERAL TELECOM E SERVICOS LTDA,1,4320.0000
FEELING PROPAGANDA LTDA,1,66912.0000
FEMINA PRESTADORA DE SERVICOS MEDICO HOSPITALAR LTDA,1,1000000.0000
FEMTO INDUSTRIA E COMERCIO DE INSTRUMENTOS LTDA,1,51975.0000
FENARA & FENARA - ENGENHARIA E ADMINISTRACAO LTDA,1,197431.8000
FENIX CONSTRUCOES CIVIS LTDA,1,928198.0200
FENIX EDITORA LIVRARIA E DISTRIBUIDORA DE LIVROS LTDA,1,484066.7900
FERGAVI COMERCIAL LTDA,1,107016.3800
FERLIM SERVICOS TECNICOS LTDA,1,1467763.9200
FERNANDES & FILHO LTDA,1,25504.0000
FERNANDES & WARTH EDITORA E DISTRIBUIDORA LTDA,1,399924.2900
FERRARA SERVICOS DE CONSTRUCOES LTDA,1,52167.0100
FGP SOLUTIONS LTDA,1,1176.0000
FIBRA CONSTRUCOES LTDA,1,1658178.6300
FILIPE ALMEIDA BOTTER,1,40000.0000
FILIPE SILVA BELAU,1,41803.9600
FIMAC DISTRIBUIDORA DE LIVROS LTDA,1,293014.0900
FINALIZA EDITORA E INDUSTRIA GRAFICA LTDA,1,105900.0000
FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE,1,91108350.7400
FIREFIGHTER SOLUCOES CONTRA INCENDIO LTDA,1,1787946.4500
FIRMIANO SEGURANCA PATRIMONIAL LTDA,1,1849669.2000
FIRST LINE COMERCIO DE MATERIAL HOSPITALAR LTDA,1,442.8000
FISIO A LTDA,1,79500.0000
FISIO DESIGN LTDA.,1,120000.0000
FISIO MED REAL LTDA,1,10000.0000
FISIOCARE FISIOTERAPIA CARDIORRESPIRATORIA LTDA.,1,70000.0000
FISIONOVA FISIOTERAPIA LTDA,1,100000.0000
FIT SERVICOS DE ENGENHARIA LTDA,1,781491.5800
FL COMERCIO ATACADISTA DE ARTIGOS DE USO PESSOAL E DOMESTICO LTDA,1,25988.2400
FLAMASERV SERVICOS TERCEIRIZADOS LTDA,1,5993408.3900
FLASH RIO DESENTUPIDORA SERVICOS COMERCIO E TRANSPORTE LTDA,1,540672.0000
"FLASH SOLUCOES EM IMPORTACAO E EXPORTACAO, PRODUTOS E SERVICOS LTDA",1,2052000.0000
FLAVIO ANDERSON PEREIRA DOS SANTOS 00844001457,1,4000.0000
FLEX LAB COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES LTDA,1,56400.0000
FLEX MAKER PRODUCAO E COMERCIO LTDA,1,53250.0000
FLORENCA VEICULOS S A,1,1311999.9900
FLORES E JARDINS LTDA,1,0.0000
FLUXOGRAFIA GRAFICA E EDITORA LTDA,1,267000.0000
FOCO AUTOMOVEIS LTDA,1,3643357.0000
FOKAEXPRESS ARMAZENAGEM E LOGISTICA LTDA,1,683455.6000
FOLIA DE LETRAS EDITORA E SERVICOS EDITORIAIS LTDA.,1,2989798.7200
DFT PROJETOS LTDA,1,61003.7500
DIAGNOCEL COMERCIO E REPRESENTACOES LTDA,1,0.0000
DIAGNOCOR - CLINICA MEDICA LIMITADA,1,600000.0000
DIAGNOSTIC IMAGIND AUTOMACAO LTDA,1,360610.0000
DIAGNOSTICO ANALISES CLINICAS MT LTDA,1,500000.0000
DIAGONAL GESTAO DE RECURSOS HUMANOS LTDA,1,79749.8100
DIAMANTINA COMERCIO E SERVICOS LTDA,1,547879.1500
DIAMED LATINO AMERICA S.A,1,0.0000
DIAMOND SERVICOS DE LIMPEZA E MAO DE OBRA LTDA,1,1233094.3200
DIAP-DIAGNOSTICO POR IMAGEM DE ALTA PERFORMANCE LTDA,1,1500000.0000
DIAS DOS SANTOS PARTICIPACOES LTDA,1,1537437.1900
DIEGO DE OLIVEIRA TELES,1,3000.0000
DIESEL MAIS TRANSPORTE E EQUIPAMENTOS LTDA,1,1876405.6000
DIEX CONSTRUCOES E EMPREENDIMENTOS LTDA,1,219427.3000
DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS LTDA,1,96500.1600
"DIGIMAQ COMERCIO DE EQUIPAMENTOS, MAQUINAS E SERVICOS LTDA",1,12298000.0000
DILMA RAMALHO DE OLIVEIRA PINHEIRO,1,9667.5000
DIMAS PEREIRA DE MELO,1,18977.0600
DECISION TEAM LTDA,1,1490000.0000
DEDETIZADORA FULMEGAN LTDA,1,2250.0000
DEDETIZADORA ITABIRITO LTDA,1,22686.5000
DEFENDER CONSERVACAO E LIMPEZA LTDA,1,4095422.4000
DEJAM ENGENHARIA E SERVICOS PREDIAIS LTDA,1,868698.3800
DELMAR MACHADO DE ABREU,1,7782.1400
DELTA N CONSTRUTORA LTDA,1,499990.2500
DELURB AMBIENTAL LTDA,1,22440.0000
DEMAP ENGENHARIA LTDA,1,163513.3900
DEMETRYO SERVICOS DE ENGENHARIA LTDA,1,2664.0000
DENSIMAGEM S/S LTDA,1,1200000.0000
DENTALTEC COMERCIO E SERVICO LTDA,1,12306.0000
DENTECK AR CONDICIONADO LTDA,1,511018.0000
DEPARTAMENTO DE AGUA E ESGOTO,1,33353.6400
DEPARTAMENTO DE AGUA E ESGOTO DO MUNICIPIO DE VARZEA GRANDE,1,3290.5900
DES SERVICOS EM ELEVADORES LTDA,1,823066.6700
DESENFECSUL LIMPADORA E CONSERVADORA DE PREDIOS S.A.,1,262710.3600
DEVOTI E MACHADO LTDA,1,150000.0000
DEXION INFORMATICA LTDA,1,5524.6800
DF ELETROTECNICA COMERCIO MANUTENCAO E LOCACAO DE EQUIPAMENTOS ELETRICOS LTDA,1,727.1600
DF EQUIPAMENTOS DE PROTECAO PESSOAL LTDA,1,2950525.0000
DAGMAR CAMARGO SILVA,1,4148.1400
DAIMON EDITORA LTDA,1,371231.9000
DAITEC COMERCIO E SERVICOS LTDA,1,88800.0000
DALFIORE COMERCIO E INDUSTRIA LTDA,1,1434360.2500
DALLAS SERVICOS EM GERAL LTDA,1,388478.6900
DANFIRE ENGENHARIA E PROJETOS CONTRA INCENDIOS LTDA,1,145390.3400
DANIEL JUNGLES MARTINS,1,38390.8800
DANIELA VICEDOMINI COELHO,1,38000.0000
DANIELLA ALMEIDA BARROSO 25879106845,1,32021.0800
DAT SOLUCOES EM TECNOLOGIA LTDA,1,20100.0000
DATACRITICALTI TECNOLOGIA DA INFORMACAO LTDA,1,149000.0000
DATALEGIS DISTRIBUIDORA LTDA,1,649993.8000
DATAMED LTDA,1,695029.9900
CPC BRASIL SISTEMAS LTDA,1,101667.8400
CPO - CENTRO PARAIBANO DE ONCOLOGIA S.A.,1,500000.0000
CREARE CONSTRUCOES LTDA,1,839847.6000
CREMILDA CARNEIRO DE ARAUJO,1,39995.2000
CRIATIVA PROJETOS E SERVICOS NA CONSTRUCAO LTDA,1,287279.4700
CRIL EMPREENDIMENTO AMBIENTAL LTDA,1,195515.0000
CRISTAL TERCEIRIZACAO DE SERVICOS LTDA,1,3171258.9600
CROMA EQUIPAMENTOS E SERVICOS LTDA,1,84299.8000
CROU COLETA E RECICLAGEM DE OLEO USADO LTDA,1,5400.0000
CROWN SERVICOS DE ELEVADORES LTDA-ME,1,17712.0000
CS BRASIL FROTAS S.A.,1,130640.0000
CSF SERVICOS DIGITAIS LTDA,1,70184.6400
CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,1,816300.0000
CTA SERVICOS TERCEIRIZADOS LTDA,1,759506.6500
CTIS TECNOLOGIA LTDA,1,202998.0000
CUBBIC COMERCIO DE EQUIPAMENTOS INDUSTRIAIS LTDA,1,100000.0000
CUIABA VITA HOME CARE LTDA,1,1000000.0000
CULAU PRIME LIFTS TRANSPORTES VERTICAIS LTDA,1,34919.2800
CULLEN INTERNATIONAL SA,1,0.0000
CWM INDUSTRIA ALIMENTICIA LTDA,1,619916.0000
CYBER WAN TECNOLOGIA LTDA,1,44500.0000
CYTIVA DO BRASIL COMERCIO E SERVICOS PARA BIOTECNOLOGIA LTDA.,1,65017.2600
D & S PERICIA VEICULAR LTDA.,1,262052.0000
D AFONSECA SORRISOS LTDA,1,20000.0000
D ANTUNES PINHEIRO TRANSPORTES LTDA,1,52290.0000
D G FARMA PRODUTO HOSPITALAR LTDA,1,102472.0000
D PRONTO NUTRICAO ANIMAL E PRODUTOS VETERINARIOS LTDA,1,1284.5000
D. DOS SANTOS PEREIRA LTDA,1,102000.0000
DINASTIA VIAGENS E TURISMO LTDA,1,18145396.7200
DINI CLINICA MEDICA EIRELI,1,0.1100
DIRETA EDITORA E COMERCIO DE LIVROS LTDA,1,214895.2600
DIRETIVA PATRIMONIAL LTDA,1,146353.5600
DIRLENE DA SILVA FERREIRA,1,16320.0000
DISCOVERY - SERVICOS PROFISSIONAIS LTDA,1,249897.4200
DISKTONER COPIADORAS E IMPRESSORAS LTDA,1,1037529.6000
DISONO DISTURBIOS DO SONO LTDA,1,79500.0000
DISRUPTEC BRASIL LTDA,1,1514700.0000
DISTRIBUICAO DE MEDICAMENTOS PAMED LTDA,1,67921.0000
DISTRIBUIDORA ALAGOANA DE BATERIAS E ACESSORIOS LTDA,1,13196.2600
DISTRIBUIDORA BRASILEIRA DE ASFALTO LTDA,1,604940.0000
DISTRIBUIDORA CUMMINS DIESEL DO NORDESTE LTDA,1,727400.0000
DISTRIBUIDORA CUMMINS MINAS LTDA.,1,340000.0000
DISTRIBUIDORA RECORD DE SERVICOS DE IMPRENSA S A,1,1422201.1800
DISTRIBUIDORA SAO FRANCISCANA LTDA,1,8231.7900
DIVINA PAIXAO LOPES CARDOSO,1,6379.8000
DKSA COMERCIAL LTDA,1,799.9000
DLB COMERCIO DE PRODUTOS DE INFORMATICA LTDA,1,1821.0800
DMGR COMERCIO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS LTDA,1,8779.8000
DNA - CENTRO LABORATORIAL DE GENETICA E BIOLOGIA MOLECULAR LTDA,1,99120.0000
DOLLY LOOS COMERCIO E REPRESENTACOES LTDA,1,4596.0000
DOMINIO SERVICOS ADMINISTRAVOS LTDA,1,56540.0000
DOMO 72 EMPREENDIMENTOS E PARTICIPACOES LTDA,1,523914.6700
DONIEDA ALIMENTOS LTDA,1,17475.0000
DONIZETTE LUCAS DE SOUZA,1,70299.9000
DOT LIB INFORMACAO PROFISSIONAL LTDA,1,26258.1700
DOT LIB INFORMATION LLC,1,0.0000
DOUGLAS DOS SANTOS SOARES,1,8077.3200
DOUGLAS NOGUEIRA PIRES 21926051882,1,54996.0000
DOUGLAS SANTANA ALMEIDA,1,51025.9000
DRAGON LOGISTICA E DISTRIBUICAO LTDA,1,676390.7900
DSM MODULAR COMERCIO E SERVICOS LTDA,1,26000.0000
DSM SERVICOS E COMERCIO LTDA,1,11250.0000
DULVINC SERVICOS DE MAO DE OBRA LIMPEZA E CONSERVACAO LTDA,1,288399.6000
DUOWARE SOFTWARES S.A,1,177990.0000
DURAMOBILE COMERCIO DE MOVEIS LTDA,1,232875.0000
DX2 ENGENHARIA LTDA,1,10500.4800
DYNAMIC VIDEO COMERCIO E REPRESENTACOES LTDA,1,2587649.9100
E & M LABORATORIO LAMEDS LTDA,1,50000.0000
E D S CONSTRUCOES E SERVICOS LTDA,1,4548265.8200
E S RABELO,1,23040.0000
E TAMUSSINO E CIA LTDA,1,1370.8800
E. DE AGUIAR FROTA LTDA,1,52598.5600
E. R. P. DE OLIVEIRA COMERCIO DE INFORMATICA E SERVICO DE APOIO ADMINISTRATIVO L,1,1392308.1600
E.S.L.C CONSTRUCAO CIVIL E MANUTENCAO LTDA,1,104922.3200
ELEC INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE MEDICAO LTDA,1,1191428.0000
ELETRIDAL COMERCIO DE MATERIAIS E EQUIPAMENTOS E SERVICO LTDA,1,39990.0000
ELETRIMAX ELETRICA E FERRAMENTAS LTDA,1,2276.9800
ELETRO Z INDUSTRIA E COMERCIO DE MATERIAL ELETRICO LTDA,1,7638.6300
ELETROELETRONICA SERVICE LTDA,1,14400.0000
ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S.A.,1,393204.0700
ELETROTECNICA PANTANAL LTDA,1,297932.0000
DAVITA SERVICOS DE NEFROLOGIA JOAO PESSOA LTDA,1,1000000.0000
DAVITA SERVICOS DE NEFROLOGIA MARCO LTDA.,1,288000.0000
DBI COMERCIO E IMPORTACAO LTDA,1,5760.0000
DBV COMERCIO IMPORTACAO E EXPORTACAO DO BRASIL LTDA,1,497.2800
DDA COMERCIO DE CONFECCOES E CALCADOS LTDA,1,5175000.0000
DE JOTA COMERCIO E SERVICOS LTDA,1,0.0000
DEBRITO BRASIL COMUNICACAO LTDA,1,215000000.0000
ELEVADORES ELBO LTDA,1,56778.8400
ELEVADORES IMPACTO LTDA,1,945720.0300
"ELEVADORES OK COMERCIO DE PECAS, COMPONENTES E SERVICOS DE ELEVADORES LTDA",1,11399.0000
ELEVADORES OTIS LTDA,1,196999.9200
ELHOIM TZ VAOT TECNOLOGIA E NEGOCIOS LTDA,1,36400.0000
ELIANE RESTA DAL ROSSO GOYA,1,154446.4700
ELIAS ALVES CONCEICAO,1,69422.3100
ELIEL OLIVEIRA DE ARAUJO,1,67021.3900
ELIZETE PAULINO CAMPOS,1,20287.9000
ELIZEU VIEIRA PEDRO 53193873187,1,13067.4000
ELOHIM SEGURANCA PRIVADA LTDA,1,1187934.6000
ELOOS EVENTOS LTDA               -,1,13200.0000
ELSENBACH & CIA LTDA,1,13020.0000
ELUS SERVICOS DE INSTRUMENTACAO LTDA,1,4203.8700
ELZA MARIA GONCALVES LOBOSQUE,1,67021.3900
EMBIRA LIVROS LTDA,1,2190140.1800
EMBRAER S.A.,1,180485462.0000
EMEDIATO EDITORES LTDA,1,768397.5600
EMILSON DOS SANTOS ALMEIDA,1,55374.1900
EMPREENDIMENTOS FORTALEZA LTDA,1,7776.0000
ECOPLAN ENGENHARIA LTDA,1,4249999.0000
ECOPOWER EFICIENCIA ENERGETICA LTDA,1,5688000.0000
ECOTECH MATERIAIS E SERVICOS LTDA,1,126984.6000
ECS COMERCIO DE VEICULOS E EQUIPAMENTOS LTDA,1,333800.0000
EDASIM BRASIL COMERCIO E SERVICOS ELETRONICOS LTDA,1,80413.1700
EDELBRA EDITORA LTDA,1,469097.3700
EDELBRA INDUSTRIA DE LIVROS LTDA,1,457532.1100
EDEN COMERCIO E SERVICOS LTDA,1,373999.4400
EDEN PRESTADORA DE SERVICOS DE LIMPEZA LTDA,1,1388093.2800
EDERSON WILLIAN TEIXEIRA LTDA,1,592934.0800
EDICOES ARLECCHINO  LTDA,1,926368.5200
EDICOES BESOUROBOX LTDA,1,242608.3600
EDICOES MMM EDITORA E LIVRARIA LTDA,1,342116.8000
EDICOES SM LTDA.,1,1613308.6700
EDILSON DA SILVA BENTO,1,80332.1000
EDILSON FERREIRA SILVA - EXTINTORES,1,98185.0000
EDIOURO DUETTO EDITORIAL LTDA,1,511480.1600
EDIOURO GRAFICA E EDITORA PARTICIPACOES S.A,1,1083916.9600
EDIOURO PUBLICACOES DE LAZER E CULTURA LTDA,1,693510.4200
EDIOURO PUBLICACOES DE PASSATEMPOS E MULTIMIDIA LTDA,1,542547.1700
EDIPO YURI DE OLIVEIRA BEZERRA,1,34000.0000
EDITORA 34 LTDA,1,480963.3400
EDITORA AGUA VIVA LTDA,1,690849.3100
EDITORA ALEPH LTDA,1,1228065.2100
EDITORA ANZOL LTDA,1,1108964.6400
EDITORA ASTROLABIO LTDA.,1,1115152.1000
EDITORA ATICA S.A.,1,7745642.0200
EDITORA BAOBA LTDA,1,432917.6200
EDITORA BERTRAND BRASIL LTDA,1,853980.4200
EDITORA BEST SELLER LTDA,1,720420.2500
EDITORA BIRUTA LTDA,1,973188.3800
EDITORA BMH LTDA,1,743891.3500
EDITORA BONIFACIO LTDA,1,1111449.9100
EDITORA CAMPOS LTDA.,1,1988162.7600
EDITORA CASA LYGIA BOJUNGA LTDA,1,599177.5300
EDITORA CIRCUITO LTDA,1,960405.9200
EDITORA CLARO ENIGMA LTDA,1,1898193.0600
EDITORA CLAVE LTDA,1,679327.0200
EDITORA COMPOR LTDA,1,1056380.0700
EDITORA CONFRARIA SERVICOS LTDA,1,635997.4400
EDITORA DA PONTE SOLUCOES EM EDUCACAO LTDA,1,1748707.1600
EDITORA DIMENSAO LTDA,1,796174.7400
EDITORA DMR LTDA,1,248285.7200
EDITORA DO BRASIL SA,1,3482296.3600
EDITORA DUBLINENSE LTDA.,1,519067.9100
EDITORA E GRAFICA INDICO LTDA,1,306430.1200
EDITORA ESTRELA CULTURAL LTDA,1,1257588.4200
EDITORA FONTANAR LTDA,1,893336.5100
EDITORA FTD S A,1,3514933.1800
EDITORA GAIA LTDA,1,795283.5000
EDITORA GAIVOTA LTDA,1,743476.6500
EDITORA GLOBO LIVROS LTDA.,1,696417.4800
EDITORA GUTENBERG LTDA,1,422585.4500
EDITORA HR LTDA,1,863433.8500
EDITORA INSTANTE LTDA,1,338753.0400
EDITORA INTRINSECA LTDA.,1,1328221.4300
EDITORA JOAQUIM LTDA,1,845168.6200
EDITORA JOSE OLYMPIO LTDA,1,561937.0700
EDITORA JPA LTDA,1,638257.2400
EDITORA LAFONTE LTDA.,1,453827.3200
EDITORA LE LTDA,1,336536.5400
EDITORA LENDO E APRENDENDO LTDA,1,628073.0200
EDITORA LUNNA LTDA,1,311381.8100
EDITORA MADREPEROLA LTDA,1,1734042.4800
EDITORA MAMUTE LTDA.,1,752003.4100
EDITORA MEDIACAO DISTRIBUIDORA E LIVRARIA LTDA,1,639158.5200
EDITORA MELHORAMENTOS LTDA.,1,696294.0400
EDITORA MIRAGEM LTDA,1,647738.0000
EDITORA MODERNA LTDA,1,17787886.0900
EDITORA MOITARA LTDA,1,728067.2000
EDITORA MORRO BRANCO LTDA,1,1005284.0700
EDITORA MUNDAREU LTDA,1,455275.4200
EDITORA NEMO LTDA,1,695584.8800
EDITORA NOS LTDA,1,273307.6500
EDITORA NOVA AGUILAR LTDA,1,1391818.1100
EDITORA NOVA FRONTEIRA PARTICIPACOES S/A,1,846875.4900
EDITORA OFICINAR LTDA,1,426138.5400
EDITORA ONCA-PINTADA LTDA.,1,553517.4000
EDITORA ORIGINAL LTDA,1,1035857.0500
EDITORA PAZ E TERRA LTDA,1,726525.9000
EDITORA PEIROPOLIS LTDA,1,1950972.4600
EDITORA PEQUENA ZAHAR LTDA,1,2157881.9700
EDITORA PERSPECTIVA LTDA,1,647322.2300
EDITORA PIGMENTO LTDA,1,559196.3600
EDITORA PISEAGRAMA LTDA,1,598083.8200
EDITORA PIU LTDA,1,231696.2000
EDITORA PORTO DE IDEIAS LTDA,1,253211.5700
EDITORA PRAXIS LTDA,1,892444.0400
EDITORA PROJETO LTDA,1,510402.5800
EDITORA PRUMO LTDA.,1,826953.7300
EDITORA RAKUN E SERVICOS DE TEXTO LTDA,1,580783.8400
EDITORA RECORD LTDA.,1,849769.8800
EDITORA REVIRAVOLTA LTDA.,1,1765111.4900
EDITORA ROCA NOVA LTDA,1,160975.5100
EDITORA ROCCO LTDA,1,522380.3800
EDITORA RODOPIO LTDA.,1,380441.7600
EDITORA SALTO GRANDE LTDA,1,693666.9200
EDITORA SCHWARCZ S.A.,1,2367517.8300
EDITORA SCIPIONE S.A.,1,1048075.6200
EDITORA SEI LTDA,1,409683.6300
EDITORA SEMENTE CULTURAL LTDA,1,540094.0100
EDITORA SONORA  SERVICOS LTDA,1,679013.9100
EDITORA TAIM LTDA,1,1187187.8300
EDITORA TAVOLA INFANTO JUVENIL LTDA.,1,1162235.5600
EDITORA TIMBO LTDA.,1,786501.7600
EDITORA TODAS AS LETRAS LTDA,1,576699.5200
EDITORA VERMELHO MARINHO USINA DE LETRAS LTDA,1,1965789.1400
EDITORA VESTIGIO LTDA,1,1314587.8700
EDITORA VIA LACTEA LTDA,1,1337892.7400
EDITORA WISDOM LTDA,1,481783.1800
EDITORA WMF MARTINS FONTES LTDA.,1,413833.8400
EDITORA ZAHAR LTDA,1,1198650.1700
EDITORIAL VINTE E CINCO LTDA,1,303451.7800
EDIVANE SOARES VIEIRA DE SOUZA 03307173405,1,18186.3600
EDKIN LANCHES LTDA,1,30120.0000
EDLAB PRESS EDITORA LTDA,1,244004.3200
EDNA GERMANA MIRANDA DE LUNA,1,50000.0000
EDRO ENGENHARIA LTDA,1,198771.7700
EDSON VALTER VITOR SOARES,1,67093.2100
EDUARDO ANTONIO MATTEDI,1,6944.4600
EDUARDO BECKER DE OLIVEIRA,1,30000.0000
EDUCATIONEM TECHNOLOGY LTDA.,1,48275.0000
EDWARDS LIFESCIENCES COMERCIO DE PRODUTOS MEDICO-CIRURGICOS LTDA.,1,370000.0000
EFQJ COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,1,18630.0000
EFR TECH LTDA,1,4785.0000
EGW FACILITIES LTDA,1,333715.9700
ELAINE CRISTINA LOPES SARKIS,1,79500.0000
